S.No,numOfRaters,name,language,averageRating
1034,1,"
      Delitto e castigo
",Italian,5.0
1035,0,"
      Crime and Punishment (Enriched Classics)
",English,0.0
1036,4,"
      Преступление и наказание
",Russian,5.0
1037,3,"
      Crime and Punishment (Russian Edition)
",English,5.0
1038,4,"
      Zbrodnia i kara
",Polish,3.75
1039,4,"
      Crime and Punishment
",English,4.25
1040,2,"
      Schuld und Sühne
",German,4.5
1041,2,"
      Crime and Punishment
",English,4.0
1042,3,"
      Delitto e castigo
",Italian,4.33
1043,2,"
      Kuttavum Shikhshayum
",Malayalam,4.5
1044,4,"
      Crime and Punishment
",English,4.25
1045,3,"
      Crime and Punishment
",,5.0
1046,4,"
      Crime and Punishment
",English,5.0
1047,4,"
      Prestuplenie I Nakazanie
",,4.75
1048,3,"
      Schuld und Sühne
",German,4.0
1049,3,"
      Crime and Punishment
",English,5.0
1050,5,"
      Crime and Punishment 
",,4.6
1051,4,"
      Преступление и наказание
",Russian,4.0
1052,3,"
      罪與罰
",Chinese,4.67
1053,4,"
      Crimen y castigo
",Spanish,5.0
1054,1,"
      Crime and Punishment
",English,3.0
1055,1,"
      Crime and Punishment
",English,5.0
1056,2,"
      Crime and Punishment
",,5.0
1057,5,"
      Forbrydelse og Straf
",Russian,4.4
1058,4,"
      Crime and Punishment
",English,3.75
1059,3,"
      Crime and Punishment
",English,3.67
1060,2,"
      Crime and Punishment
",English,5.0
1061,4,"
      Crime and Punishment
",English,4.5
1062,135,"
      Crime and Punishment
",English,4.1
1063,2,"
      Crimen y Castigo
",,4.0
1064,4,"
      Crimen y castigo
",,4.75
1065,2,"
      Crimen y castigo / Crime and Punishment
",Spanish,4.5
1066,4,"
      Crime and Punishment
",Russian,4.5
1067,2,"
      Crime and Punishment
",English,5.0
1068,2,"
      Schuld und Sühne. Roman in sechs Teilen mit einem Epilog
",German,4.0
1069,4,"
      Преступление и наказание 
",Russian,4.75
1070,212,"
      Verbrechen und Strafe
",German,4.41
1071,3,"
      Zločin i kazna
",Serbian,3.67
1072,0,"
      Schuld und Sühne
",,0.0
1073,0,"
      อาชญากรรมกับการลงทัณฑ์
",Thai,0.0
1074,2,"
      Crime and Punishment(Annotated)
",,4.5
1075,2,"
      Suç ve Ceza
",Turkish,5.0
1076,1,"
      Crime and Punishment
",,3.0
1077,3,"
      Verbrechen und Strafe: Roman (Fischer Klassik Plus)
",German,4.0
1078,0,"
      Crime and Punishment (ANNOTATED)
",,0.0
1079,0,"
      Crime and Punishment: (Annotated with more information)
",,0.0
1080,1,"
      Suç ve Ceza
",Turkish,4.0
1081,3,"
      Crime and Punishment (Translated by Constance Garnett with an Introduction by Nathan B. Fagin)
",,4.33
1082,101,"
      Crimen y castigo
",Spanish,4.46
1083,1,"
      Suç ve Ceza
",Turkish,4.0
1084,2,"
      Crime and Punishment
",English,4.5
1085,3,"
      Nusikaltimas ir bausmė
",Lithuanian,4.0
1086,1,"
      Crime and Punishment
",,3.0
1087,0,"
      Crime And Punishment (Zongo Classics)
",,0.0
1088,2,"
      Crimen y Castigo
",Spanish,4.5
1089,2,"
      Crime Et Chatiment
",,5.0
1090,1,"
      Преступление и Наказание
",Russian,5.0
1091,2,"
      Level 6: Crime and Punishment Book and MP3 Pack (Pearson English Graded Readers)
",,3.5
1092,2,"
      Crime and Punishment
",English,4.5
1093,0,"
      Crime and Punishment
",English,0.0
1094,3,"
      Έγκλημα και Τιμωρία
","Greek, Modern (1453-)",4.33
1095,2,"
      Crime and Punishment
",English,5.0
1096,1,"
      Crimen y Castigo
",Spanish,5.0
1097,3,"
      Suç ve Ceza
",Turkish,4.67
1098,3,"
      Crima si pedeapsa
",Romanian,4.0
1099,2,"
      Crimen y Castigo
",Spanish,3.0
1100,4,"
      Crime Et Châtiment (Annoté)
",English,4.5
1101,1,"
      Crimen y Castigo
",,5.0
1102,3,"
      Schuld und Sühne
",German,2.67
1103,3,"
      Zbrodnia i kara
",Polish,3.67
1104,2,"
      Crimen y castigo
",Spanish,4.5
1105,0,"
      罪與罰
",Chinese,0.0
1106,3,"
      Brott och straff
",Swedish,4.33
1107,3,"
      Zločin i kazna
",Croatian,4.33
1108,2,"
      Crime And Punishment: Illustrated Platinum Edition (Free Audiobook Included)
",,4.5
1109,1,"
      Zločin a trest
",Slovak,5.0
1110,1,"
      Crime and Punishment: Crime and Punishment IV - VI: Bilingual Edition (English-Russian)
",,4.0
1111,1,"
      Crime et Chatiment
",English,3.0
1112,1,"
      Noziegums un sods
",Latvian,5.0
1113,2,"
      Crime e Castigo
",Portuguese,5.0
1114,3,"
      Преступление и наказание
",Russian,4.33
1115,2,"
      Crimen y castigo
",English,5.0
1116,2,"
      Crimen y castigo
",Spanish,4.0
1117,2,"
      Crimen y castigo
",Spanish,4.5
1118,2,"
      Преступление и наказание - Собрание сочинений в 10 томах. Том 5.
",Russian,4.5
1119,2,"
      Zločin a trest
",Slovak,4.5
1120,2,"
      Преступление и наказание
",Russian,5.0
1121,1,"
      Crime and Punishment
",English,5.0
1122,4,"
      crime et chatiment
",,4.5
1123,0,"
      Delitto e castigo
",Italian,0.0
1124,1,"
      Crime and Punishment
",English,4.0
1125,3,"
      Crimen y Castigo
",English,2.67
1126,1,"
      Crime and Punishment
",English,4.0
1127,0,"
      Crime and Punishment: (stage version)
",English,0.0
1128,3,"
      Престъпление и наказание
",Bulgarian,4.67
1129,2,"
      Crimen y castigo
",Spanish,5.0
1130,2,"
      Crime and Punishment
",English,4.0
1131,2,"
      Престъпление и наказание (Събрани съчинения в дванадесет тома, #5)
",Bulgarian,4.5
1132,3,"
      Crime and Punishment
",English,4.67
1133,2,"
      Noziegums un sods
",Latvian,4.5
1134,2,"
      Crimen y castigo (Grandes clasicos series)
",English,5.0
1135,1,"
      Crime and Punishment
",English,4.0
1136,75,"
      Crime and Punishment
",English,4.19
1137,2,"
      Crimen Y Castigo
",,4.0
1138,0,"
      罪と罰（下） (Japanese Edition)
",English,0.0
1139,3,"
      Crime Et Le Cha[timent, Traduit Du Russe (A0/00d.1884)
",,4.0
1140,2,"
      Misdaad en straf: roman in zes delen met epiloog
",Dutch,4.0
1141,1,"
      Misdaad en straf
",Dutch,5.0
1142,3,"
      Crime and Punishment
",English,4.67
1143,3,"
      Crime and Punishment
",English,4.33
1144,4,"
      Crimă şi pedeapsă
",Romanian,4.75
1145,2,"
      Crime and Punishment
",English,4.0
1146,1,"
      Crimen y castigo
",Spanish,5.0
1147,482,"
      Crime and Punishment. Fyodor Dostoevsky
",English,4.52
1148,2,"
      Crime and Punishment
",English,5.0
1149,0,"
      Crime and Punishment 
",,0.0
1150,3,"
      El crimen y el castigo
",Spanish,4.67
1151,3,"
      Crime and Punishment 
",,4.33
1152,3,"
      Crime and Punishment
",English,3.33
1153,3,"
      Преступление и наказание
",Russian,4.0
1154,1,"
      Schuld Und Sühne Rodion Raskolnikoff ; Roman
",German,2.0
1155,1,"
      Преступление и наказание
",Russian,5.0
1156,2,"
      Crime and Punishment 
",Portuguese,5.0
1157,4,"
      Delitto e castigo
",Italian,3.75
1158,3,"
      Crime and Punishment 
",Portuguese,4.67
1159,1,"
      Crime and Punishment
",English,3.0
1160,1,"
      Crime and Punishment
",English,5.0
1161,2,"
      Crime and Punishment
",English,2.0
1162,4,"
      Crime and Punishment
",English,4.5
1163,4,"
      Преступление и Наказание
",Russian,3.5
1164,1051,"
      Zbrodnia i kara
",Polish,4.25
1165,3,"
      Crimen y castigo = Crime and Punishment
",Spanish,4.33
1166,3,"
      Schuld Und Sühne
",,3.67
1167,1,"
      Crime and Punishment
",English,1.0
1168,3,"
      Crime and Punishment (1917)
",English,3.0
1169,0,"
      Crime and Punishment (World's Classics)
",,0.0
1170,1,"
      Crime and Punishment
",English,5.0
1171,2,"
      Crime and Punishment
",English,4.5
1172,1,"
      Crime and Punishment
",English,5.0
1173,3,"
      Crime and Punishment
",English,4.0
1174,0,"
      Преступление и наказание
",Russian,0.0
1175,0,"
      Crime and Punishment
",,0.0
1176,2,"
      Suç ve Ceza
",Turkish,4.0
1177,3,"
      الجريمة و العقاب
",Arabic,3.67
1178,1,"
      Suç ve Ceza
",Turkish,4.0
1179,1,"
      الجريمة والعقاب
",Arabic,5.0
1180,1,"
      Schuld und Sühne. Roman in sechs Teilen mit einem Epilog
",,5.0
1181,1,"
      Brott och straff
",Swedish,4.0
1182,2,"
      Crime and Punishment
",,2.5
1183,2,"
      Crime and Punishment: Annotated
",,4.0
1184,2,"
      Crime and Punishment
",English,3.5
1185,1,"
      Crime and Punishment
",,5.0
1186,1,"
      Crimen y castigo
",Spanish,4.0
1187,1,"
      Crime and Punishment
",,5.0
1188,2,"
      Crime And Punishment
",,3.0
1189,1,"
      Delitto e castigo
",Italian,5.0
1190,1,"
      Crimen y castigo
",Spanish,4.0
1191,1,"
      Преступление и наказание
",Russian,4.0
1192,3,"
      Crime and Punishment
",English,4.67
1193,3,"
      Crime and Punishment
",English,3.67
1194,3,"
      Brott och Straff
",Swedish,3.67
1195,0,"
      Rikos ja rangaistus
",Finnish,0.0
1196,3,"
      Suç ve Ceza - Ciltli
",Turkish,5.0
1197,2,"
      Crime And Punishment: (Illustrated)
",,5.0
1198,1,"
      Crime and Punishment
",,4.0
1199,1,"
      Crimă și pedeapsă
",Romanian,5.0
1200,7,"
      Zločin i kazna
",Bosnian,4.57
1201,0,"
      Forbrytelse og straff. Bind 2.
",Norwegian,0.0
1202,0,"
      Crime And Punishment
",,0.0
1203,3,"
      Zločin a trest
",Slovak,4.67
1204,0,"
      Suç ve Ceza
",Turkish,0.0
1205,2,"
      Crime and Punishment
",English,4.0
1206,2,"
      Преступление и наказание
",Russian,4.5
1207,1,"
      Crimă și pedeapsă
",Romanian,5.0
1208,0,"
      Crimen y castigo (Golden Deer Classics)
",,0.0
1209,2,"
      Crimen y Castigo
",,3.5
1210,1,"
      Crime and Punishment: By Fyodor Dostoevsky - Illustrated
",,4.0
1211,1,"
      Zločin a trest
",Czech,5.0
1212,2,"
      Crime and Punishment
",English,5.0
1213,0,"
      Kuttavum Sikshayum (Malayalam)
",,0.0
1214,1,"
      Crime and Punishment by Fyodor Dostoyevsky (English Translation)
",,4.0
1215,2,"
      Crime Et Chatiment
",,4.0
1216,0,"
      Crimen y castigo
",Spanish,0.0
1217,3,"
      罪与罚
",Chinese,4.67
1218,2,"
      Forbrydelse og straf
",Danish,4.0
1219,2,"
      Crime and Punishment
",English,2.5
1220,0,"
      الجريمة والعقاب
",Arabic,0.0
1221,2,"
      Crimen y castigo
",Spanish,5.0
1222,2,"
      Crime et Châtiment : L'intégrale
",English,5.0
1223,2,"
      Zločin i kazna
",Serbian,5.0
1224,1,"
      Crime and Punishment
",English,4.0
1225,0,"
      Delitto e castigo
",Italian,0.0
1226,2,"
      Crimen y castigo
",Spanish,5.0
1227,1,"
      Crime et châtiment (Actes noirs)
",English,5.0
1228,2,"
      Crime and Punishment
",English,4.5
1229,3,"
      Crimen y Castigo
",Spanish,4.67
1230,2,"
      Brott och straff
",Swedish,4.0
1231,0,"
      Crime e Castigo
",Portuguese,0.0
1232,1,"
      Crime and Punishment
",English,5.0
1233,1,"
      Dosa dan Balasan
",,5.0
1234,2,"
      Crime et châtiment
",French,5.0
1235,1,"
      Crimen y Castigo
",,4.0
1236,0,"
      Crime and Punishment: Part I - VI
",,0.0
1237,2,"
      Zločin i kazna
",Serbian,5.0
1238,1,"
      Crime and Punishment
",,5.0
1239,2,"
      Престъпление и наказание
",Bulgarian,4.0
1240,3,"
      Crimen y Castigo: Biblioteca de Grandes Escritores
",English,4.67
1241,0,"
      Crimen y Castigo
",Spanish,0.0
1242,3,"
      Zločin i kazna
",Serbian,4.67
1243,0,"
      罪と罰 中 (岩波文庫)
",English,0.0
1244,3,"
      Crime and Punishment
",,3.67
1245,2,"
      Crime and Punishment
",English,4.0
1246,1,"
      Brott och Straff
",Swedish,2.0
1247,1,"
      Schuld en boete
",,4.0
1248,2,"
      Crime et châtiment
",English,4.0
1249,1,"
      Crime and Punishment
",English,4.0
1250,1,"
      Rodion Raskolnikov 1,2
",Danish,3.0
1251,2,"
      Zločin in kazen
",Slovenian,4.0
1252,16,"
      Crime And Punishment (Annotated)
",English,4.44
1253,1,"
      Crime and Punishment
",English,4.0
1254,1,"
      Crime and Punishment
",English,1.0
1255,1,"
      Verzamelde werken: Deel 5 (van 10)
",Dutch,5.0
1256,3,"
      Crime and Punishment (Norton Critical Editions)
",English,4.67
1257,3,"
      Crime and Punishment
",English,5.0
1258,0,"
      罪と罰（中） (Japanese Edition)
",English,0.0
1259,1,"
      Crime and Punishment　罪と罰 (Japanese Edition)
",English,5.0
1260,1,"
      Crime and Punishment - The Original Classic Edition
",,5.0
1261,2,"
      Престъпление и наказание (Събрани съчинения в десет тома, #5)
",Bulgarian,3.5
1262,1,"
      Schuld und Sühne
",German,5.0
1263,3,"
      Crimă şi pedeapsă
",Romanian,4.33
1264,2,"
      Crimen y castigo
",Spanish,4.5
1265,1,"
      Crime and Punishment
",English,4.0
1266,2,"
      Crime and Punishment 
",,5.0
1267,171,"
      Crime and Punishment (The 100 Greatest Books Ever Written)
",English,3.71
1268,1,"
      Crime and Punishment
",English,4.0
1269,1,"
      Zločin in kazen
",Slovenian,5.0
1270,0,"
      Crime and Punishment
",English,0.0
1271,2,"
      Crime and Punishment 
",English,4.0
1272,1,"
      Crime and Punishment 
",English,4.0
1273,1,"
      Crime and Punishment 
",,5.0
1274,1,"
      Crime and Punishment 
",,5.0
1275,1,"
      Crime and Punishment 
",,5.0
1276,118,"
      Crime e Castigo
",Portuguese,4.37
1277,1,"
      Crime and Punishment
",English,5.0
1278,2,"
      Crime and Punishment
",English,5.0
1279,2,"
      Crime Et Châtiment: Roman
",French,4.5
1280,1,"
      Crime and Punishment
",English,1.0
1281,19,"
      Гэм зэм
",Mongolian,4.58
1282,2,"
      Crime and Punishment
",English,4.0
1283,2,"
      Crime and Punishment 
",,4.0
1284,2,"
      Crime and Punishment
",English,4.0
1285,3,"
      Schuld Und Sühne
",,4.0
1286,212,"
      Crimen y castigo
",Spanish,4.49
1287,3,"
      Schuld und Sühne
",German,5.0
1288,1,"
      Crime and Punishment
",English,5.0
1289,3,"
      Crime and Punishment
",English,4.67
1290,14,"
      Crime and Punishment
",English,4.14
1291,3,"
      Crime and Punishment [UNABRIDGED] (Classic Books on Cassettes Collection)
",English,4.33
1292,1,"
      Crimen y castigo
",Spanish,5.0
1293,1,"
      Crime and Punishment
",English,2.0
1294,3,"
      Crime & Punishment Readalong
",English,3.33
1295,2,"
      Преступление и наказание 
",Russian,4.5
1296,2,"
      Crime and Punishment
",English,3.5
1297,3,"
      Crime and Punishment
",,4.0
1298,0,"
      Crime and Punishment
",English,0.0
1299,1,"
      Brott och straff. 1-2
",Swedish,5.0
1300,2,"
      Гэмт хэрэг ба ял шийтгэл
",Mongolian,5.0
1301,1,"
      Schuld und Sühne
",,5.0
1302,1,"
      Crime and Punishment: By Fyodor Dostoyevsky & Illustrated
",,4.0
1303,1,"
      Crime and Punishment (illustrated)
",,4.0
1304,0,"
      الجريمة و العقاب
",Arabic,0.0
1305,2,"
      Bűn és Bűnhődés
",Hungarian,5.0
1306,0,"
      Crime and Punishment
",,0.0
1307,0,"
      Crimen y castigo
",Spanish,0.0
1308,1,"
      Suç ve Ceza
",Turkish,5.0
1309,1,"
      Zbrodnia i kara
",Polish,4.0
1310,1,"
      Crime and Punishment (ApeBook Classics 48)
",,4.0
1311,0,"
      Crime and Punishment
",English,0.0
1312,1,"
      Kuritöö ja karistus
",Estonian,5.0
1313,0,"
      Crime and Punishment
",,0.0
1314,1,"
      الجريمة والعقاب المجلد الأول
",Arabic,3.0
1315,0,"
      Bűn és bűnhődés
",Hungarian,0.0
1316,1,"
      Crime and Punishment
",,5.0
1317,2,"
      الجريمة والعقاب
",Arabic,5.0
1318,1,"
      Suç ve Ceza
",Turkish,5.0
1319,0,"
      Crime and Punishment
",,0.0
1320,1,"
      Crimen y castigo
",Spanish,4.0
1321,0,"
      罪与罚
",,0.0
1322,1,"
      Crime e Castigo
",Portuguese,5.0
1323,0,"
      Forbrytelse og straff
",Norwegian,0.0
1324,2,"
      کتاب صوتی جنایت و مکافات
",Persian,4.5
1325,2,"
      Crime et Châtiment (1866) (2 tomes)
",French,5.0
1326,1,"
      Crimen y Castigo
",,4.0
1327,0,"
      Crimen y castigo
",Spanish,0.0
1328,0,"
      Crime and Punishment
",,0.0
1329,0,"
      Forbrytelse og straff
",Norwegian,0.0
1330,0,"
      Crime and Punishment
",,0.0
1331,2,"
      Crimen y castigo
",Spanish,3.0
1332,0,"
      Crime and Punishment
",,0.0
1333,0,"
      Crime and Punishment
",,0.0
1334,1,"
      Crime and Punishment (Classic Reprint)
",,3.0
1335,1,"
      დანაშაული და სასჯელი (ტომი 3)
",Georgian,5.0
1336,2,"
      Преступление и наказание
",Russian,5.0
1337,1,"
      Crime and Punishment
",,5.0
1338,2,"
      Crimen y Castigo (Selecciones Literarias)
",,5.0
1339,1,"
      Crime and Punishment
",English,3.0
1340,2,"
      Crime and Punishment
",English,4.5
1341,1,"
      Crime and Punishment
",English,4.0
1342,2,"
      Crime and Punishment
",English,4.0
1343,2,"
      Crimen y castigo (Español Ruso Edición, ilustrado): Преступление и наказание (испанская русская редакция иллюстрированная)
",,4.0
1344,1,"
      Преступление и наказание
",Russian,5.0
1345,1,"
      Zločin i kazna
",Croatian,5.0
1346,1,"
      Crime and Punishment
",,5.0
1347,3,"
      Crime and Punishment
",English,4.67
1348,161,"
      Crime and Punishment (With Preface) (Phoenix Classics)
",,4.18
1349,0,"
      Le Crime et le châtiment
",French,0.0
1350,0,"
      Crime and Punishment (Annotated)
",,0.0
1351,1,"
      Krim dhe ndëshkim
",Albanian,5.0
1352,1,"
      Schuld und Sühne
",German,4.0
1353,2,"
      Suç ve Ceza
",Turkish,5.0
1354,0,"
      Crime and Punishment
",English,0.0
1355,1,"
      Crime et Châtiment
",,5.0
1356,1,"
      Apradh Aur Dand
",,5.0
1357,0,"
      Crime and Punishment
",English,0.0
1358,1,"
      Crime and Punishment (Large Print Edition)
",,5.0
1359,2,"
      Crime et châtiment: (augmenté, annoté et illustré) (Classiques)
",,3.0
1360,1,"
      Delitto e castigo
",Italian,4.0
1361,2,"
      罪与罚
",Chinese,5.0
1362,0,"
      Crime and Punishment: The Westernized Edition
",,0.0
1363,0,"
      Crime And Punishment: FREE Anna Karenina By Leo Tolstoy, Illustrated [Quora Media] (100 Greatest Novels of All Time Book 18)
",,0.0
1364,1,"
      Crime and Punishment
",English,5.0
1365,0,"
      Tội Ác Và Trừng Phạt
",Vietnamese,0.0
1366,1,"
      Crime and Punishment: Westernized Edition
",,5.0
1367,2,"
      Crime and Punishment (illustrated)
",,4.5
1368,0,"
      Crime and Punishment
",,0.0
1369,1,"
      Crimen Y Castigo
",,4.0
1370,0,"
      Crimen y Castigo: (Low Cost). Edicion Limitada
",,0.0
1371,0,"
      Crime and Punishment
",English,0.0
1372,0,"
      Crime and Punishment
",English,0.0
1373,1,"
      Crime and Punishment: Bestsellers and famous Books
",English,5.0
1374,2,"
      جنایت و مکافات
",Persian,3.5
1375,0,"
      TsumitobatsuShita
",English,0.0
1376,1,"
      Schuld und Sühne
",German,5.0
1377,1,"
      Crimen y Castigo
",,5.0
1378,0,"
      Crime and Punishment (English Edition)
",,0.0
1379,1,"
      Crime and Punishment
",English,5.0
1380,1,"
      Crima si pedeapsa
",Romanian,3.0
1381,0,"
      crime and punishment
",,0.0
1382,1,"
      Crime and Punishment
",,5.0
1383,0,"
      TsumitobatsuNaka
",English,0.0
1384,0,"
      TsumitobatsuUe
",English,0.0
1385,0,"
      Crimen y castigo
",English,0.0
1386,0,"
      Crime and Punishment: Premium Edition - Illustrated
",English,0.0
1387,0,"
      Crime and Punishment
",English,0.0
1388,1,"
      Crime and Punishment
",,5.0
1389,0,"
      죄와 벌 - 전2권
",Korean,0.0
1390,1,"
      Delitto e castigo
",Italian,5.0
1391,0,"
      Crime and Punishment: Premium Edition - Illustrated
",,0.0
1392,0,"
      Crime and Punishment
",English,0.0
1393,1,"
      Crime and Punishment
",English,4.0
1394,1,"
      Delitto e castigo
",English,3.0
1395,1,"
      Crime and Punishment: Black Illustrated Classics (Bonus Free Audiobook)
",,5.0
1396,1,"
      Crim i càstig
",Catalan; Valencian,5.0
1397,0,"
      Преступление и наказание
",Russian,0.0
1398,1,"
      Crime and Punishment
",,3.0
1399,0,"
      Verbrechen Und Strafe (Schuld Und Suhne)
",,0.0
1400,1,"
      Crime Et Châtiment
",,5.0
1401,0,"
      Престъпление и наказание
",Bulgarian,0.0
1402,1,"
      Crima si pedeapsa
",Romanian,4.0
1403,2,"
      Zločin i kazna
",Serbian,5.0
1404,0,"
      Crime and Punishment
",English,0.0
1405,0,"
      Crimă și pedeapsă
",Romanian,0.0
1406,1,"
      Bűn és bűnhődés
",Hungarian,5.0
1407,0,"
      Schuld und Sühne
",English,0.0
1408,0,"
      罪と罰 下 (岩波文庫)
",English,0.0
1409,0,"
      罪と罰 上 (岩波文庫)
",English,0.0
1410,91,"
      Delitto e castigo
",Italian,4.38
1411,2,"
      Έγκλημα και Τιμωρία
","Greek, Modern (1453-)",4.5
1412,0,"
      Crima si pedeapsa
",,0.0
1413,1,"
      Crime and Punishment
",English,5.0
1414,1,"
      Ο φτωχόκοσμος
",Creek,4.0
1415,1,"
      罪與罰
",Chinese,3.0
1416,1,"
      Crime and Punishment
",English,5.0
1417,2,"
      Crime and Punishment (Classic Series) with New Illustrated
",English,3.5
1418,0,"
      Crime and Punishment
",English,0.0
1419,1,"
      Crime and punishment
",English,5.0
1420,2,"
      Crime and Punishment
",,4.5
1421,2,"
      Brott och straff
",Swedish,4.5
1422,1,"
      Crime and Punishment (International Collectors Library)
",English,5.0
1423,1,"
      Crimen y castigo
",Spanish,4.0
1424,2,"
      Crime and Punishment
",,4.0
1425,78,"
      Prestuplenie i nakazanie (Crime and Punishment)
",Bulgarian,4.55
1426,11,"
      Crime and Punishment
",English,4.36
1427,1,"
      Crime and Punishment
",English,5.0
1428,1,"
      Crime and Punishment
",English,3.0
1429,2,"
      Verbrechen und Strafe
",German,3.5
1430,1,"
      Crime and Punishment
",English,5.0
1431,2,"
      Crime and Punishment (Norton Critical Editions)
",English,4.0
1432,13,"
      Crime and Punishment (Vintage Classics)
",English,4.23
1433,1,"
      Crime and Punishment, Literary Touchstone Edition
",English,5.0
1434,0,"
      Crime and Punishment
",,0.0
1435,1,"
      Crimen y Castigo
",Spanish,3.0
1436,0,"
      罪と罰（上） (Japanese Edition)
",English,0.0
1437,2,"
      Delitto e castigo
",Italian,4.0
1438,1,"
      Schuld und Sühne
",German,5.0
1439,2,"
      Crimen y Castigo
",,4.5
1440,0,"
      Schuld und Sühne
",German,0.0
1441,1,"
      Crime and Punishment
",English,3.0
1442,33,"
      الجريمة والعقاب
",Arabic,4.52
1443,64,"
      Zbrodnia i kara
",Polish,4.33
1444,1,"
      Crime and Punishment
",,5.0
1445,0,"
      Crime and Punishment
",,0.0
1446,2,"
      Crime et châtiment
",French,4.5
1447,1,"
      Crime and Punishment 
",,3.0
1448,2,"
      Rodion Raskolnikoff: Schuld und Sühne. Roman
",German,4.5
1449,2,"
      Crime and Punishment
",English,2.5
1450,1,"
      Crime and Punishment 
",English,2.0
1451,1,"
      Crime and Punishment
",,2.0
1452,2,"
      Crime and Punishment 
",,5.0
1453,2,"
      Crime and Punishment
",,4.0
1454,1,"
      Zločin i kazna
",Croatian,5.0
1455,139,"
      Crime and Punishment
",,4.2
1456,0,"
      Crime and Punishment
",English,0.0
1457,2,"
      Crime and Punishment 
",,5.0
1458,1,"
      Crime and Punishment
",,5.0
1459,2,"
      Crime and Punishment
",English,3.0
1460,0,"
      Crime and Punishment 
",English,0.0
1461,2,"
      Crime and Punishment 
",,4.0
1462,0,"
      Crime and Punishment
",English,0.0
1463,1,"
      Crimen y castigo
",Spanish,5.0
1464,26,"
      Crime and Punishment 
",English,4.27
1465,0,"
      Raskolnikow oder: Schuld und S?hne. Roman. Von F.M. Dostojewskij. Vollst?ndig neu ins Deutsche ?bertragen und mit Einleitung versehen von Adam Kotulski
",,0.0
1466,0,"
      Crime and Punishment 
",English,0.0
1467,2,"
      Crime and Punishment
",English,4.5
1468,1,"
      Crime and Punishment
",English,4.0
1469,1,"
      Crime and Punishment 
",,4.0
1470,1,"
      Crime and Punishment 
",,5.0
1471,1,"
      Преступление и наказание
",Russian,5.0
1472,1,"
      Zločin a trest
",Czech,5.0
1473,1,"
      Crime and Punishment
",English,3.0
1474,0,"
      المرابية العجوز
",Arabic,0.0
1475,1,"
      Crime and Punishment
",English,5.0
1476,0,"
      Преступление и наказание
",Russian,0.0
1477,0,"
      Crime and Punishment by Fyodor M. Dostoevsky, Fiction, Classics
",English,0.0
1478,26,"
      Crime and Punishment 
",,4.15
1479,2,"
      Crime and Punishment
",English,4.0
1480,51,"
      الجريمة والعقاب
",Arabic,4.24
1481,444,"
      Crime and Punishment
",English,4.31
1482,2,"
      Crime and Punishment 
",English,4.0
1483,2,"
      Raskolnikow. Schuld Und Sühne Hörspiel
",,4.5
1484,1,"
      Schuld Und Sühne: Ein Roman In 6 Teilen Mit Einem Epilog
",,5.0
1485,0,"
      Crime and Punishment Readalong
",English,0.0
1486,25,"
      Crime and Punishment
",English,4.24
1487,0,"
      Crime and Punishment
",English,0.0
1488,2,"
      Crime and Punishment
",English,4.5
1489,0,"
      Crime and Punishment
",English,0.0
1490,2,"
      Crime and Punishment
",English,4.5
1491,0,"
      Suç ve Ceza
",Turkish,0.0
1492,1,"
      Schuld und Sühne. Roman in sechs Teilen mit einem Epilog
",German,3.0
1493,0,"
      Schuld und Sühne
",German,0.0
1494,0,"
      Crime and Punishment
",German,0.0
1495,1,"
      Noziegums un sods
",Latvian,4.0
1496,1,"
      Crime and Punishment
",Vietnamese,4.0
1497,0,"
      ZLOČIN I KAZNA II DEO
",Serbian,0.0
1498,0,"
      ZLOČIN I KAZNA I DEO
",Serbian,0.0
1499,1,"
      Crime and Punishment
",English,4.0
1500,1,"
      Zločin a trest
",Czech,5.0
1501,0,"
      Crime et châtiment
",French,0.0
1502,0,"
      Crimă și pedeapsă
",Romanian,0.0
1503,1,"
      Crimen y castigo
",Spanish,4.0
1504,0,"
      Crime and Punishment (Annotated)
",,0.0
1505,0,"
      Zločin i kazna
",Serbian,0.0
1506,0,"
      Crime and Punishment
",English,0.0
1507,0,"
      Crimen y castigo
",Spanish,0.0
1508,1,"
      Zločin i kazna (knjiga prva)
",Serbian,5.0
1509,0,"
      Misdaad en straf
",Dutch,0.0
1510,0,"
      Bűn és bűnhődés
",Hungarian,0.0
1511,1,"
      Ոճիր և Պատիժ
",Armenian,4.0
1512,0,"
      Crime and Punishment (Folio Society 1997)
",English,0.0
1513,0,"
      Delitto e castigo
",Italian,0.0
1514,0,"
      Schuld en boete
",Dutch,0.0
1515,1,"
      Zločin i kazna (knjiga druga)
",Serbian,5.0
1516,0,"
      Crime and Punishment
",,0.0
1517,0,"
      Crime And Punishment: (Illustrated)
",,0.0
1518,1,"
      Crimă și Pedeapsă
",Romanian,5.0
1519,0,"
      Crime and Punishment:
",,0.0
1520,1,"
      Delitto e castigo
",Italian,5.0
1521,0,"
      Bűn és bűnhődés
",Hungarian,0.0
1522,0,"
      Crime and Punishment
",English,0.0
1523,0,"
      Crime and Punishment
",English,0.0
1524,1,"
      Crime and Punishment (Abridged) (Talking Classics)
",English,2.0
1525,0,"
      Crime and Punishment (Annotated)
",,0.0
1526,0,"
      Преступление и наказание
",Russian,0.0
1527,1,"
      Noziegums un sods
",Latvian,3.0
